股票代號,名稱,上市日,市場別,產業別
6697,東捷資訊,2019/12/26,上櫃,資訊服務業
6703,軒郁,2020/10/20,上櫃,生技醫療業
6712,長聖,2021/01/08,上櫃,生技醫療業
6716,應廣,2020/03/27,上櫃,半導體業
6727,亞泰金屬,2020/12/01,上櫃,電子零組件業
6728,上洋,2020/12/25,上櫃,貿易百貨業
6732,昇佳電子,2020/06/08,上櫃,半導體業
6733,博晟生醫,2021/01/28,上櫃,生技醫療業
6741,91APP*-KY,2021/05/25,上櫃,電子商務
6747,亨泰光,2021/01/19,上櫃,生技醫療業
6751,智聯服務,2020/12/25,上櫃,資訊服務業
6752,叡揚,2020/12/10,上櫃,資訊服務業
6762,達亞,2020/12/18,上櫃,生技醫療業
6767,台微醫,2021/01/25,上櫃,生技醫療業
6803,崑鼎,2010/05/27,上櫃,其他業
7402,邑錡,2015/12/29,上櫃,光電業
7556,意德士,2020/10/30,上櫃,半導體業
8024,佑華,2006/09/25,上櫃,半導體業
8027,鈦昇,2015/06/09,上櫃,電機機械
8032,光菱,2003/10/02,上櫃,電子通路業
8034,榮群,2004/05/06,上櫃,通信網路業
8038,長園科,2013/11/21,上櫃,電子零組件業
8040,九暘,2007/04/30,上櫃,半導體業
8042,金山電,2004/03/22,上櫃,電子零組件業
8043,蜜望實,2003/10/24,上櫃,電子零組件業
8044,網家,2005/01/24,上櫃,電子商務
8047,星雲,2004/02/09,上櫃,其他電子業
8048,德勝,2009/09/08,上櫃,通信網路業
8049,晶采,2004/02/02,上櫃,光電業
8050,廣積,2003/10/24,上櫃,電腦及週邊設備業
8054,安國,2004/11/08,上櫃,半導體業
8059,凱碩,2010/03/16,上櫃,通信網路業
8064,東捷,2006/09/25,上櫃,光電業
8066,來思達,2004/12/24,上櫃,貿易百貨業
8067,志旭,2004/04/23,上櫃,電子通路業
8068,全達,2004/03/25,上櫃,電子通路業
8069,元太,2004/03/30,上櫃,光電業
8071,能率網通,2003/12/29,上櫃,電子零組件業
8074,鉅橡,2004/01/27,上櫃,電子零組件業
8076,伍豐,2003/12/15,上櫃,電腦及週邊設備業
8077,洛碁,2004/12/06,上櫃,觀光事業
8080,永利聯合,2021/04/07,上櫃,電子零組件業
8083,瑞穎,2004/09/23,上櫃,電機機械
8084,巨虹,2004/03/08,上櫃,電子通路業
8085,福華,2004/03/01,上櫃,其他電子業
8086,宏捷科,2009/06/01,上櫃,半導體業
8087,華鎂鑫,2004/02/25,上櫃,光電業
8088,品安,2004/02/27,上櫃,半導體業
8089,康全電訊,2020/09/23,上櫃,通信網路業
8091,翔名,2004/06/24,上櫃,電子零組件業
8092,建暐,2004/02/02,上櫃,其他電子業
8093,保銳,2004/12/31,上櫃,電子零組件業
8096,擎亞,2004/07/15,上櫃,電子通路業
8097,常珵,2004/03/01,上櫃,通信網路業
8099,大世科,2004/03/29,上櫃,資訊服務業
8107,大億金茂,2005/11/15,上櫃,電機機械
8109,博大,2005/03/22,上櫃,電子零組件業
8111,立碁,2004/02/09,上櫃,光電業
8121,越峰,2005/02/17,上櫃,電子零組件業
8147,正淩,2013/04/30,上櫃,電子零組件業
8155,博智,2012/12/18,上櫃,電子零組件業
8171,天宇,2011/12/19,上櫃,通信網路業
8176,智捷,2013/06/25,上櫃,通信網路業
8182,加高,2006/05/25,上櫃,電子零組件業
8183,精星,2005/03/30,上櫃,其他電子業
8234,新漢,2007/06/07,上櫃,電腦及週邊設備業
8240,華宏,2005/06/23,上櫃,光電業
8255,朋程,2006/04/25,上櫃,電機機械
8277,商丞,2004/12/27,上櫃,半導體業
8279,生展,2016/09/26,上櫃,生技醫療業
8284,三竹,2020/05/18,上櫃,資訊服務業
8289,泰藝,2008/04/24,上櫃,電子零組件業
8291,尚茂,2011/11/29,上櫃,電子零組件業
8299,群聯,2004/12/06,上櫃,半導體業
8342,益張,2017/11/23,上櫃,其他業
8349,恒耀,2006/03/10,上櫃,鋼鐵工業
8354,冠好,2004/04/15,上櫃,塑膠工業
8358,金居,2010/09/27,上櫃,電子零組件業
8383,千附,2004/09/10,上櫃,其他電子業
8390,金益鼎,2008/05/21,上櫃,其他業
8401,白紗科,2010/03/29,上櫃,其他業
8403,盛弘,2011/03/01,上櫃,生技醫療業
8406,金可-KY,2012/04/27,上櫃,生技醫療業
8409,商之器,2013/11/25,上櫃,生技醫療業
8410,森田,2011/02/23,上櫃,電腦及週邊設備業
8415,大國鋼,2016/09/07,上櫃,鋼鐵工業
8416,實威,2012/09/19,上櫃,資訊服務業
8418,捷必勝-KY,2011/12/06,上櫃,其他業
8420,明揚,2014/11/10,上櫃,其他業
8421,旭源,2012/11/23,上櫃,其他業
8423,保綠-KY,2012/03/14,上櫃,其他業
8424,惠普,2012/12/18,上櫃,建材營造業
8426,紅木-KY,2011/12/13,上櫃,其他業
8431,匯鑽科,2015/03/30,上櫃,其他電子業
8432,東生華,2012/04/30,上櫃,生技醫療業
8433,弘帆,2012/12/19,上櫃,貿易百貨業
8435,鉅邁,2012/12/28,上櫃,其他業
8436,大江,2013/09/12,上櫃,生技醫療業
8437,大地-KY,2015/05/06,上櫃,其他業
8440,綠電,2018/03/28,上櫃,其他業
8444,綠河-KY,2015/10/27,上櫃,其他業
8446,華研,2013/12/19,上櫃,文化創意業
8450,霹靂,2014/10/07,上櫃,文化創意業
8455,大拓-KY,2016/01/08,上櫃,其他電子業
8472,夠麻吉,2016/01/11,上櫃,電子商務
8476,台境,2017/03/28,上櫃,其他業
8477,創業家,2016/10/31,上櫃,電子商務
8489,三貝德,2017/04/27,上櫃,文化創意業
8905,裕國,1996/01/31,上櫃,其他業
8906,花王,1996/04/23,上櫃,其他業
8908,欣雄,1997/02/14,上櫃,油電燃氣業
8916,光隆,1999/04/20,上櫃,其他業
8917,欣泰,1999/05/06,上櫃,油電燃氣業
8921,沈氏,2000/03/21,上櫃,其他業
8923,時報,1999/12/27,上櫃,文化創意業
8924,大田,2000/02/09,上櫃,其他業
8927,北基,2000/11/02,上櫃,油電燃氣業
8928,鉅明,2001/02/02,上櫃,其他業
8929,富堡,2000/11/30,上櫃,其他業
8930,青鋼,2000/12/06,上櫃,鋼鐵工業
8931,大汽電,2001/05/10,上櫃,油電燃氣業
8932,宏大,2001/03/29,上櫃,其他業
8933,愛地雅,2001/03/28,上櫃,其他業
8935,邦泰,2002/03/26,上櫃,其他業
8936,國統,2002/09/09,上櫃,其他業
8937,合騏,2002/10/29,上櫃,其他業
8938,明安,2002/12/02,上櫃,其他業
8941,關中,2003/01/20,上櫃,貿易百貨業
8942,森鉅,2003/05/16,上櫃,其他業
9949,琉園,2003/11/21,上櫃,文化創意業
9950,萬國通,2004/02/17,上櫃,塑膠工業
9951,皇田,2003/12/18,上櫃,電機機械
9960,邁達康,2004/12/06,上櫃,貿易百貨業
9962,有益,2006/07/10,上櫃,鋼鐵工業
